Fecha,CPU_Load,Memory_Used,Free_Memory
2020-08-03 01:07:01,0,42.63,2042
2020-08-03 01:07:11,0,42.63,2042
2020-08-03 01:07:21,0,42.59,2043
2020-08-03 01:07:41,0,42.59,2043
2020-08-03 01:07:51,0,42.59,2043
2020-08-03 01:08:01,0,42.61,2042
2020-08-03 01:08:11,0,42.59,2043
2020-08-03 01:08:21,0,42.61,2043
2020-08-03 01:08:31,0,42.6,2043
2020-08-03 01:08:41,0,42.6,2042
2020-08-03 01:08:51,4,42.61,2043
2020-08-03 01:09:01,0,42.61,2043
2020-08-03 01:09:11,0,42.6,2042
2020-08-03 01:09:21,2,42.65,2041
2020-08-03 01:09:31,0,42.67,2041
2020-08-03 01:09:41,0,42.66,2041
2020-08-03 01:09:51,7,42.66,2041
2020-08-03 01:10:01,0,42.66,2040
2020-08-03 01:10:11,0,42.66,2040
2020-08-03 01:10:21,2,42.63,2041
2020-08-03 01:10:31,2,42.71,2039
2020-08-03 01:10:41,0,42.66,2040
2020-08-03 01:10:51,2,42.67,2040
2020-08-03 01:11:01,0,42.68,2040
2020-08-03 01:11:11,0,42.66,2040
2020-08-03 01:11:21,0,42.69,2040
2020-08-03 01:11:31,0,42.71,2039
2020-08-03 01:11:51,2,42.68,2040
2020-08-03 01:12:01,0,42.67,2040
2020-08-03 01:12:11,0,42.69,2040
2020-08-03 01:12:21,2,42.66,2040
2020-08-03 01:12:31,0,42.67,2040
2020-08-03 01:12:41,0,42.65,2041
2020-08-03 01:12:51,2,42.63,2042
2020-08-03 01:13:01,2,42.79,2034
2020-08-03 01:13:11,0,42.84,2034
2020-08-03 01:13:21,2,42.87,2033
2020-08-03 01:13:31,0,42.87,2033
2020-08-03 01:13:41,0,42.86,2033
2020-08-03 01:13:51,0,42.88,2033
2020-08-03 01:14:11,0,42.88,2033
2020-08-03 01:14:31,0,42.87,2033
2020-08-03 01:14:41,0,42.89,2032
2020-08-03 01:14:51,2,42.98,2030
2020-08-03 01:15:11,0,42.99,2029
2020-08-03 01:15:21,2,43,2029
2020-08-03 01:15:31,0,42.99,2029
2020-08-03 01:15:41,0,42.99,2029
2020-08-03 01:15:51,0,43,2028
2020-08-03 01:16:01,0,43.01,2028
2020-08-03 01:16:11,0,43.06,2025
2020-08-03 01:16:21,16,43.04,2027
2020-08-03 01:16:31,0,43.01,2027
2020-08-03 01:16:41,0,43.03,2027
2020-08-03 01:16:51,0,43.04,2027
2020-08-03 01:17:01,8,42.99,2028
2020-08-03 01:17:11,0,43.01,2028
2020-08-03 01:17:21,5,42.59,2043
2020-08-03 01:17:31,0,42.59,2043
2020-08-03 01:17:41,0,42.59,2043
2020-08-03 01:17:51,5,42.6,2043
2020-08-03 01:18:01,0,42.59,2043
2020-08-03 01:18:11,0,42.63,2042
2020-08-03 01:18:31,0,42.77,2036
2020-08-03 01:18:41,0,42.78,2036
2020-08-03 01:18:51,4,42.75,2037
2020-08-03 01:19:01,2,42.75,2037
2020-08-03 01:19:11,0,42.76,2037
2020-08-03 01:19:21,7,42.79,2036
2020-08-03 01:19:31,2,42.77,2036
2020-08-03 01:19:51,2,42.86,2033
2020-08-03 01:20:01,0,42.84,2034
2020-08-03 01:20:11,0,42.84,2034
2020-08-03 01:20:21,10,42.85,2034
2020-08-03 01:20:31,0,42.84,2034
2020-08-03 01:20:41,0,42.89,2033
2020-08-03 01:21:01,0,42.87,2033
2020-08-03 01:21:11,0,42.85,2034
2020-08-03 01:21:21,2,42.86,2033
2020-08-03 01:21:31,0,42.85,2033
2020-08-03 01:21:41,0,42.83,2034
2020-08-03 01:21:51,2,42.85,2034
2020-08-03 01:22:01,0,42.86,2034
2020-08-03 01:22:11,0,42.85,2034
2020-08-03 01:22:21,5,42.8,2035
2020-08-03 01:22:31,0,42.82,2035
2020-08-03 01:22:41,0,42.83,2034
2020-08-03 01:22:51,0,42.84,2035
2020-08-03 01:23:01,0,42.83,2034
2020-08-03 01:23:11,0,42.65,2040
2020-08-03 01:23:21,4,42.69,2040
2020-08-03 01:23:31,0,42.69,2039
2020-08-03 01:23:41,0,42.69,2039
2020-08-03 01:23:51,4,42.71,2039
2020-08-03 01:24:01,0,42.71,2039
2020-08-03 01:24:11,0,42.71,2039
2020-08-03 01:24:21,4,42.69,2040
2020-08-03 01:24:31,7,42.71,2038
2020-08-03 01:24:41,0,42.74,2038
2020-08-03 01:24:51,0,42.73,2038
2020-08-03 01:25:01,0,42.74,2038
2020-08-03 01:25:11,0,42.74,2038
2020-08-03 01:25:21,0,42.74,2037
2020-08-03 01:25:41,13,42.8,2035
2020-08-03 01:25:51,0,42.77,2036
2020-08-03 01:26:01,2,42.77,2036
2020-08-03 01:26:11,0,42.8,2036
2020-08-03 01:26:21,0,42.8,2036
2020-08-03 01:26:31,4,42.82,2035
2020-08-03 01:26:51,2,42.81,2035
2020-08-03 01:27:01,0,42.78,2035
2020-08-03 01:27:11,0,42.8,2035
2020-08-03 01:27:21,4,42.8,2035
2020-08-03 01:27:31,0,42.79,2036
2020-08-03 01:27:41,0,42.79,2036
2020-08-03 01:27:51,0,42.8,2036
2020-08-03 01:28:01,2,42.81,2035
2020-08-03 01:28:21,4,42.78,2036
2020-08-03 01:28:31,0,42.74,2037
2020-08-03 01:28:41,0,42.75,2037
2020-08-03 01:28:51,2,42.77,2037
2020-08-03 01:29:01,7,42.75,2038
2020-08-03 01:29:11,0,42.74,2038
2020-08-03 01:29:21,8,42.79,2037
2020-08-03 01:29:31,2,42.77,2037
2020-08-03 01:29:41,0,42.77,2037
2020-08-03 01:29:51,4,42.73,2037
2020-08-03 01:30:01,0,42.75,2037
2020-08-03 01:30:11,0,42.74,2037
2020-08-03 01:30:21,4,42.75,2038
2020-08-03 01:30:31,4,42.74,2038
2020-08-03 01:30:41,2,42.76,2038
2020-08-03 01:30:51,2,43.04,2026
2020-08-03 01:31:01,0,42.72,2038
2020-08-03 01:31:11,0,42.74,2038
2020-08-03 01:31:22,4,42.75,2037
2020-08-03 01:31:31,0,42.42,2049
2020-08-03 01:31:41,0,42.4,2050
2020-08-03 01:31:51,11,42.37,2050
2020-08-03 01:32:01,0,42.38,2050
2020-08-03 01:32:11,0,42.38,2050
2020-08-03 01:32:21,0,42.39,2050
2020-08-03 01:32:51,4,42.36,2051
2020-08-03 01:33:01,0,42.39,2051
2020-08-03 01:33:11,0,42.36,2050
2020-08-03 01:33:21,4,42.4,2050
2020-08-03 01:33:31,0,42.4,2050
2020-08-03 01:33:41,0,42.39,2050
2020-08-03 01:34:11,0,42.67,2041
2020-08-03 01:34:21,2,42.67,2041
2020-08-03 01:34:31,0,42.65,2041
2020-08-03 01:34:41,0,42.65,2041
2020-08-03 01:34:51,4,42.87,2033
2020-08-03 01:35:11,0,42.86,2033
2020-08-03 01:35:21,2,42.96,2030
2020-08-03 01:35:31,0,42.95,2030
2020-08-03 01:35:41,0,42.96,2030
2020-08-03 01:35:51,4,42.94,2030
2020-08-03 01:36:01,4,42.9,2032
2020-08-03 01:36:11,2,42.92,2032
2020-08-03 01:36:21,2,42.83,2034
2020-08-03 01:36:31,4,42.82,2035
2020-08-03 01:36:41,0,42.84,2034
2020-08-03 01:36:51,0,42.8,2035
2020-08-03 01:37:01,0,42.8,2036
2020-08-03 01:37:11,0,42.81,2035
2020-08-03 01:37:21,0,42.8,2035
2020-08-03 01:37:31,8,42.8,2036
2020-08-03 01:37:51,2,42.81,2034
2020-08-03 01:38:01,5,42.85,2034
2020-08-03 01:38:11,0,42.84,2034
2020-08-03 01:38:21,2,42.86,2034
2020-08-03 01:38:31,4,42.84,2034
2020-08-03 01:38:41,0,42.86,2034
2020-08-03 01:38:51,2,42.86,2034
2020-08-03 01:39:01,0,42.86,2033
2020-08-03 01:39:11,0,42.88,2033
2020-08-03 01:39:31,0,42.91,2031
2020-08-03 01:39:41,0,42.9,2032
2020-08-03 01:39:51,0,42.93,2031
2020-08-03 01:40:01,0,42.92,2031
2020-08-03 01:40:11,0,42.94,2030
2020-08-03 01:40:21,2,42.93,2031
2020-08-03 01:40:31,0,42.93,2031
2020-08-03 01:40:41,0,42.95,2030
2020-08-03 01:40:51,7,42.95,2030
2020-08-03 01:41:01,0,43.35,2016
2020-08-03 01:41:11,0,43.03,2027
2020-08-03 01:41:21,7,43.03,2027
2020-08-03 01:41:31,2,43.05,2027
2020-08-03 01:41:41,0,43.02,2027
2020-08-03 01:41:51,2,43.01,2028
2020-08-03 01:42:01,14,42.99,2028
2020-08-03 01:42:11,0,42.99,2029
2020-08-03 01:42:21,7,42.99,2029
2020-08-03 01:42:31,0,42.99,2029
2020-08-03 01:42:41,0,42.99,2029
2020-08-03 01:43:01,0,42.99,2028
2020-08-03 01:43:11,2,43,2028
2020-08-03 01:43:21,0,43.1,2025
2020-08-03 01:43:31,0,43.09,2025
2020-08-03 01:43:41,0,43.08,2025
2020-08-03 01:44:11,0,43.09,2025
2020-08-03 01:44:21,4,43.1,2025
2020-08-03 01:44:31,4,43.11,2024
2020-08-03 01:44:41,0,43.11,2024
2020-08-03 01:44:51,2,43.11,2025
2020-08-03 01:45:01,0,43.11,2024
2020-08-03 01:45:11,0,43.11,2025
2020-08-03 01:45:21,0,43.11,2024
2020-08-03 01:45:31,8,43.12,2024
2020-08-03 01:45:41,5,43.1,2025
2020-08-03 01:45:51,5,43.11,2025
2020-08-03 01:46:01,0,43.12,2024
2020-08-03 01:46:11,0,43.39,2013
2020-08-03 01:46:21,4,43.12,2024
2020-08-03 01:46:41,0,43.13,2023
2020-08-03 01:46:51,2,43.17,2023
2020-08-03 01:47:01,0,43.35,2015
2020-08-03 01:47:11,0,42.99,2028
2020-08-03 01:47:21,4,43.05,2027
2020-08-03 01:47:31,4,43.04,2027
2020-08-03 01:47:41,0,43.05,2027
2020-08-03 01:47:51,0,43.06,2027
2020-08-03 01:48:11,0,43.07,2026
2020-08-03 01:48:21,0,42.99,2029
2020-08-03 01:48:31,2,43.02,2028
2020-08-03 01:48:41,0,43.02,2028
2020-08-03 01:48:51,0,43.18,2022
2020-08-03 01:49:01,4,43.21,2022
2020-08-03 01:49:11,0,43.2,2021
2020-08-03 01:49:21,2,43.24,2019
2020-08-03 01:49:31,2,43.25,2019
2020-08-03 01:49:41,2,43.24,2020
2020-08-03 01:49:51,0,43.24,2019
2020-08-03 01:50:01,7,43.26,2019
2020-08-03 01:50:11,0,43.27,2019
2020-08-03 01:50:21,2,43.24,2020
2020-08-03 01:50:31,5,43.22,2020
2020-08-03 01:50:41,0,43.25,2020
2020-08-03 01:50:51,0,43.25,2020
2020-08-03 01:51:01,0,43.23,2020
2020-08-03 01:51:11,0,43.24,2020
2020-08-03 01:51:21,2,43.5,2009
2020-08-03 01:51:31,0,43.55,2007
2020-08-03 01:51:41,0,43.44,2012
2020-08-03 01:51:51,4,42.97,2030
2020-08-03 01:52:01,0,42.98,2029
2020-08-03 01:52:11,0,42.98,2029
2020-08-03 01:52:21,0,42.96,2030
2020-08-03 01:52:31,0,42.96,2030
2020-08-03 01:52:41,0,42.97,2029
2020-08-03 01:52:51,0,42.96,2030
2020-08-03 01:53:01,0,42.95,2030
2020-08-03 01:53:11,0,42.94,2030
2020-08-03 01:53:21,2,42.98,2030
2020-08-03 01:53:31,4,43,2029
2020-08-03 01:53:41,4,43.01,2028
2020-08-03 01:53:51,7,43.05,2027
2020-08-03 01:54:01,4,43.14,2024
2020-08-03 01:54:11,0,43.11,2024
2020-08-03 01:54:21,5,43.15,2024
2020-08-03 01:54:31,4,43.14,2024
2020-08-03 01:54:41,0,43.17,2023
2020-08-03 01:54:51,4,43.13,2023
2020-08-03 01:55:01,0,43.13,2024
2020-08-03 01:55:11,0,43.15,2023
2020-08-03 01:55:21,5,43.12,2023
2020-08-03 01:55:31,2,43.13,2023
2020-08-03 01:55:41,0,43.16,2023
2020-08-03 01:55:51,4,43.19,2022
2020-08-03 01:56:01,0,43.24,2020
2020-08-03 01:56:21,2,43.22,2021
2020-08-03 01:56:31,0,43.22,2021
2020-08-03 01:56:41,0,43.55,2008
2020-08-03 01:56:51,0,43.23,2020
2020-08-03 01:57:01,0,43.23,2020
2020-08-03 01:57:11,0,43.28,2019
2020-08-03 01:57:21,4,43.26,2019
2020-08-03 01:57:31,0,43.22,2020
2020-08-03 01:57:41,0,43.23,2021
2020-08-03 01:57:51,2,43.22,2021
2020-08-03 01:58:01,0,43.24,2020
2020-08-03 01:58:11,0,43.22,2021
2020-08-03 01:58:21,0,43.22,2021
2020-08-03 01:58:31,0,43.22,2021
2020-08-03 01:58:41,0,43.21,2020
2020-08-03 01:58:51,5,43.24,2021
2020-08-03 01:59:01,0,43.24,2020
2020-08-03 01:59:11,0,43.23,2020
2020-08-03 01:59:21,2,43.27,2019
2020-08-03 01:59:31,7,43.31,2017
2020-08-03 01:59:41,0,43.35,2016
2020-08-03 01:59:51,2,43.32,2017
2020-08-03 02:00:01,0,43.35,2016
2020-08-03 02:00:11,0,43.32,2017
2020-08-03 02:00:21,0,43.32,2017
2020-08-03 02:00:31,0,43.34,2016
2020-08-03 02:00:41,0,43.38,2015
2020-08-03 02:00:51,0,43.36,2016
2020-08-03 02:01:01,0,43.31,2017
2020-08-03 02:01:11,0,43.32,2017
2020-08-03 02:01:21,5,43.3,2018
2020-08-03 02:01:41,0,43.3,2018
2020-08-03 02:01:51,0,43.28,2018
2020-08-03 02:02:01,5,43.29,2018
2020-08-03 02:02:11,4,43.29,2018
2020-08-03 02:02:21,2,43.29,2018
2020-08-03 02:02:41,2,43.34,2016
2020-08-03 02:02:51,2,43.34,2017
2020-08-03 02:03:01,0,43.33,2017
2020-08-03 02:03:11,0,43.33,2017
2020-08-03 02:03:21,17,43.39,2014
2020-08-03 02:03:31,2,43.41,2012
2020-08-03 02:03:41,0,43.4,2013
2020-08-03 02:03:51,0,43.42,2012
2020-08-03 02:04:01,0,43.44,2012
2020-08-03 02:04:11,0,43.47,2010
2020-08-03 02:04:31,0,43.48,2010
2020-08-03 02:04:41,0,43.49,2010
2020-08-03 02:04:51,4,43.48,2011
2020-08-03 02:05:01,8,43.46,2012
2020-08-03 02:05:11,0,43.48,2011
2020-08-03 02:05:21,4,43.48,2011
2020-08-03 02:05:31,0,43.47,2011
2020-08-03 02:05:41,0,43.45,2012
2020-08-03 02:05:51,2,43.45,2012
2020-08-03 02:06:01,0,43.46,2012
2020-08-03 02:06:11,0,43.45,2012
2020-08-03 02:06:21,4,43.45,2012
2020-08-03 02:06:31,7,43.45,2012
2020-08-03 02:06:41,0,43.46,2012
2020-08-03 02:06:51,8,43.48,2010
2020-08-03 02:07:01,0,43.68,2003
2020-08-03 02:07:11,0,43.74,2001
2020-08-03 02:07:21,4,43.76,2001
2020-08-03 02:07:31,5,43.77,2000
2020-08-03 02:07:41,0,43.76,2000
2020-08-03 02:07:51,2,43.77,2000
2020-08-03 02:08:01,2,43.78,2000
2020-08-03 02:08:11,0,43.78,2000
2020-08-03 02:08:21,2,43.81,1998
2020-08-03 02:08:41,0,43.87,1997
2020-08-03 02:08:51,2,43.93,1993
2020-08-03 02:09:01,0,43.77,2002
2020-08-03 02:09:11,2,43.73,2003
2020-08-03 02:09:21,0,43.77,2001
2020-08-03 02:09:31,0,43.51,2010
2020-08-03 02:09:41,0,43.5,2010
2020-08-03 02:09:51,2,43.52,2010
2020-08-03 02:10:01,2,43.51,2010
2020-08-03 02:10:11,0,43.51,2011
2020-08-03 02:10:21,5,43.45,2012
2020-08-03 02:10:31,2,43.44,2013
2020-08-03 02:10:41,0,43.47,2012
2020-08-03 02:10:51,0,43.45,2013
2020-08-03 02:11:01,0,43.43,2013
2020-08-03 02:11:11,0,43.45,2013
2020-08-03 02:11:21,4,43.45,2013
2020-08-03 02:11:31,0,43.46,2012
2020-08-03 02:11:41,0,43.45,2012
2020-08-03 02:11:51,2,43.8,2000
2020-08-03 02:12:01,0,43.51,2010
2020-08-03 02:12:11,0,43.54,2009
2020-08-03 02:12:21,0,43.53,2010
2020-08-03 02:12:31,0,43.53,2009
2020-08-03 02:12:41,0,43.53,2009
2020-08-03 02:12:51,4,43.52,2010
2020-08-03 02:13:01,0,43.5,2010
2020-08-03 02:13:11,0,43.49,2010
2020-08-03 02:13:21,0,43.49,2011
2020-08-03 02:13:31,0,43.5,2011
2020-08-03 02:13:41,0,43.47,2011
2020-08-03 02:13:52,2,43.52,2011
2020-08-03 02:14:01,4,43.65,2006
2020-08-03 02:14:11,0,43.62,2006
2020-08-03 02:14:21,2,43.66,2004
2020-08-03 02:14:31,0,43.68,2004
2020-08-03 02:14:41,0,43.68,2004
2020-08-03 02:14:51,4,43.68,2005
2020-08-03 02:15:01,4,43.67,2005
2020-08-03 02:15:11,0,43.68,2005
2020-08-03 02:15:31,5,43.66,2005
2020-08-03 02:15:41,0,43.58,2007
2020-08-03 02:15:51,0,43.7,2004
2020-08-03 02:16:01,0,43.7,2004
2020-08-03 02:16:11,0,43.7,2003
2020-08-03 02:16:21,2,43.73,2002
2020-08-03 02:16:31,0,43.76,2001
2020-08-03 02:16:41,0,43.77,2001
2020-08-03 02:16:51,2,43.77,2002
2020-08-03 02:17:01,0,43.84,1998
2020-08-03 02:17:11,0,43.84,1998
2020-08-03 02:17:21,24,43.86,1997
2020-08-03 02:17:31,4,43.86,1997
2020-08-03 02:17:41,2,43.96,1993
2020-08-03 02:17:51,10,43.97,1993
2020-08-03 02:18:01,0,43.98,1993
2020-08-03 02:18:11,0,43.98,1993
2020-08-03 02:18:31,2,43.99,1993
2020-08-03 02:18:41,0,43.99,1992
2020-08-03 02:18:51,2,43.98,1993
2020-08-03 02:19:01,5,44.01,1993
2020-08-03 02:19:11,0,44,1992
2020-08-03 02:19:21,5,44,1992
2020-08-03 02:19:31,2,44,1992
2020-08-03 02:19:41,0,43.99,1993
2020-08-03 02:19:51,5,43.99,1993
2020-08-03 02:20:01,0,43.99,1993
2020-08-03 02:20:11,0,43.99,1993
2020-08-03 02:20:21,0,43.97,1993
2020-08-03 02:20:31,5,44.02,1991
2020-08-03 02:20:41,5,44.06,1990
2020-08-03 02:20:51,2,44.05,1990
2020-08-03 02:21:01,0,44.08,1989
2020-08-03 02:21:11,0,44.09,1989
2020-08-03 02:21:21,0,44.11,1989
2020-08-03 02:21:31,0,44.1,1989
2020-08-03 02:21:41,0,44.08,1989
2020-08-03 02:21:51,2,44.09,1989
2020-08-03 02:22:01,10,44.17,1984
2020-08-03 02:22:11,4,44.24,1983
2020-08-03 02:22:21,2,44.25,1983
2020-08-03 02:22:41,0,44.25,1984
2020-08-03 02:22:51,0,44.25,1984
2020-08-03 02:23:01,0,44.3,1981
2020-08-03 02:23:11,2,43.75,2001
2020-08-03 02:23:21,0,43.83,1999
2020-08-03 02:23:31,0,43.84,1998
2020-08-03 02:23:41,0,43.86,1998
2020-08-03 02:23:51,0,43.87,1998
2020-08-03 02:24:01,4,43.89,1997
2020-08-03 02:24:11,0,43.86,1998
2020-08-03 02:24:21,0,43.9,1997
2020-08-03 02:24:31,5,43.99,1994
2020-08-03 02:24:41,2,43.99,1994
2020-08-03 02:25:01,0,43.99,1993
2020-08-03 02:25:11,0,43.99,1993
2020-08-03 02:25:21,2,44.04,1992
2020-08-03 02:25:31,7,44,1993
2020-08-03 02:25:41,0,44.01,1992
2020-08-03 02:25:51,0,44.02,1992
2020-08-03 02:26:01,2,44.07,1991
2020-08-03 02:26:11,4,44.04,1991
2020-08-03 02:26:21,0,44.11,1989
2020-08-03 02:26:31,0,44.14,1988
2020-08-03 02:26:41,0,44.14,1988
2020-08-03 02:26:51,2,44.13,1988
2020-08-03 02:27:01,0,44.13,1988
2020-08-03 02:27:11,0,44.43,1977
2020-08-03 02:27:31,0,44.2,1986
2020-08-03 02:27:41,0,44.16,1987
2020-08-03 02:27:51,0,44.17,1986
2020-08-03 02:28:01,4,44.31,1982
2020-08-03 02:28:11,0,44.29,1982
2020-08-03 02:28:21,4,44.29,1982
2020-08-03 02:28:31,0,44.29,1982
2020-08-03 02:28:41,0,44.35,1981
2020-08-03 02:28:51,2,44.32,1982
2020-08-03 02:29:01,5,44.31,1982
2020-08-03 02:29:11,0,44.31,1981
2020-08-03 02:29:21,7,44.31,1981
2020-08-03 02:29:31,0,44.29,1982
2020-08-03 02:29:41,0,44.28,1982
2020-08-03 02:29:51,0,44.3,1982
2020-08-03 02:30:01,0,44.3,1982
2020-08-03 02:30:11,0,44.36,1980
2020-08-03 02:30:21,5,44.34,1981
2020-08-03 02:30:31,2,44.41,1976
2020-08-03 02:30:41,0,44.45,1976
2020-08-03 02:30:51,4,44.46,1976
2020-08-03 02:31:01,0,44.45,1976
2020-08-03 02:31:11,0,44.46,1976
2020-08-03 02:31:21,0,44.46,1975
2020-08-03 02:31:31,17,44.46,1976
2020-08-03 02:31:41,0,44.45,1976
2020-08-03 02:31:51,5,44.45,1976
2020-08-03 02:32:01,0,44.46,1976
2020-08-03 02:32:11,0,44.46,1976
2020-08-03 02:32:21,2,44.69,1967
2020-08-03 02:32:31,5,44.45,1977
2020-08-03 02:32:41,0,44.48,1976
2020-08-03 02:32:51,0,44.47,1976
2020-08-03 02:33:11,0,44.49,1976
2020-08-03 02:33:21,0,44.49,1975
2020-08-03 02:33:31,0,44.58,1973
2020-08-03 02:33:41,0,44.56,1973
2020-08-03 02:33:51,0,44.52,1974
2020-08-03 02:34:01,0,44.57,1973
2020-08-03 02:34:11,0,44.56,1973
2020-08-03 02:34:21,0,44.56,1973
2020-08-03 02:34:31,0,44.55,1973
2020-08-03 02:34:41,0,44.54,1972
